record_id,visit_date,month,season,region,state,city,attraction,origin_country,party_type,party_size,accommodation,purpose,stay_nights,avg_spend_usd_per_person,satisfaction_rating_1_5
3732,2022-09-20,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,3,Vacation Rental,Event/Conference,5,332.8,3.6
3733,2025-10-11,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Canada,Family,1,Hotel,Leisure,3,168.02,3.1
3734,2022-07-23,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United Kingdom,Couple,2,Vacation Rental,Business,9,238.0,3.9
3735,2024-03-16,3,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Canada,Couple,2,Hotel,Leisure,5,148.82,4.3
3736,2024-07-16,7,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,1,Hotel,Leisure,4,127.75,5.0
3737,2021-07-02,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United Kingdom,Family,2,Hotel,Leisure,2,202.67,4.5
3738,2018-09-24,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,2,Hotel,Leisure,2,130.02,4.8
3739,2025-05-10,5,Spring,South,FL,Miami,South Beach / Art Deco,United States,Family,1,Friends/Family,Leisure,4,195.73,4.4
3740,2021-05-04,5,Spring,West,CA,Los Angeles,Hollywood / Beaches,United Kingdom,Solo,1,Resort,Leisure,1,195.82,4.5
3741,2025-04-02,4,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Hotel,Leisure,3,198.21,3.9
3742,2023-04-08,4,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Group,1,Hotel,Business,2,154.16,3.5
3743,2025-03-03,3,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,Other,Family,2,Resort,Business,1,146.78,4.3
3744,2025-10-11,10,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Group,1,Hotel,Event/Conference,3,297.44,4.3
3745,2018-11-16,11,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Solo,1,Hotel,Leisure,3,134.49,4.3
3746,2020-10-01,10,Autumn,Northeast,DC,Washington DC,National Mall / Museums,India,Group,2,Hotel,Leisure,2,189.43,4.6
3747,2024-09-10,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Family,1,Hotel,Leisure,2,141.53,4.0
3748,2020-07-06,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Hotel,Leisure,1,192.07,5.0
3749,2022-07-30,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Family,2,Vacation Rental,Leisure,1,200.8,3.2
3750,2022-07-10,7,Summer,West,CA,Yosemite,Yosemite National Park,United States,Couple,3,Vacation Rental,Leisure,1,143.03,4.5
3751,2018-01-30,1,Winter,Northeast,NY,Niagara Falls,Niagara Falls,United States,Family,2,Hotel,Leisure,3,148.28,4.2
3752,2024-03-15,3,Spring,West,WY,Yellowstone,Yellowstone National Park,Other,Solo,3,Hotel,Leisure,4,101.08,4.1
3753,2019-10-30,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,Germany,Couple,1,Friends/Family,Business,4,283.09,5.0
3754,2018-12-19,12,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,3,Resort,Leisure,5,205.48,3.4
3755,2023-07-04,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,2,Hotel,Leisure,1,136.14,5.0
3756,2024-04-24,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Group,4,Hotel,Leisure,3,219.61,3.9
3757,2024-04-03,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,India,Couple,1,Vacation Rental,Leisure,2,178.89,3.4
3758,2023-09-11,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,1,Hotel,Event/Conference,1,117.93,3.4
3759,2020-09-01,9,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,3,Resort,Leisure,2,141.5,4.2
3760,2019-10-19,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,Australia,Couple,4,Hotel,Leisure,4,222.59,4.4
3761,2025-06-11,6,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,1,Hotel,Leisure,1,140.39,4.3
3762,2025-01-13,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,India,Family,1,Hotel,Business,3,208.27,3.5
3763,2018-12-18,12,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,1,Hotel,Leisure,0,157.21,4.7
3764,2021-12-20,12,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Resort,Event/Conference,2,255.02,2.9
3765,2018-01-03,1,Winter,West,CA,Yosemite,Yosemite National Park,United States,Couple,1,Hotel,Business,7,197.81,4.7
3766,2025-01-28,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,India,Family,4,Vacation Rental,Business,1,156.56,3.2
3767,2025-02-18,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Hotel,Leisure,8,145.08,4.1
3768,2023-08-03,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,Other,Solo,3,Resort,Business,2,163.2,4.9
3769,2022-03-12,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,3,Hotel,Leisure,4,320.15,4.1
3770,2020-03-22,3,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,Canada,Solo,1,Hotel,Leisure,3,123.57,4.3
3771,2024-06-01,6,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Couple,1,Resort,Leisure,2,201.44,2.9
3772,2025-01-03,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,India,Solo,2,Hotel,Leisure,5,250.48,3.8
3773,2025-08-12,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,Canada,Family,3,Hotel,Visiting Friends/Family,2,196.68,4.3
3774,2019-11-01,11,Autumn,Northeast,DC,Washington DC,National Mall / Museums,Germany,Family,2,Resort,Leisure,1,135.73,3.1
3775,2020-07-19,7,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Friends/Family,Visiting Friends/Family,7,219.82,4.5
3776,2018-02-16,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Hotel,Leisure,3,101.33,4.3
3777,2025-01-27,1,Winter,West,CA,Yosemite,Yosemite National Park,United States,Family,2,Hotel,Leisure,7,162.92,3.3
3778,2022-12-07,12,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,3,Hotel,Leisure,3,208.38,4.0
3779,2021-06-13,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,3,Vacation Rental,Leisure,5,124.42,4.5
3780,2024-03-15,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,1,Hotel,Visiting Friends/Family,1,145.7,3.8
3781,2019-08-23,8,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Group,4,Hotel,Leisure,2,279.26,3.8
3782,2019-02-22,2,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,2,Friends/Family,Leisure,1,110.08,4.3
3783,2022-09-17,9,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United Kingdom,Solo,2,Hotel,Leisure,4,175.49,3.2
3784,2023-12-27,12,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,3,Hotel,Business,3,195.98,3.9
3785,2019-02-16,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Other,Couple,2,Hotel,Leisure,2,231.85,4.7
3786,2021-06-12,6,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,1,Hotel,Leisure,2,121.43,4.0
3787,2024-08-05,8,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,6,Hotel,Leisure,4,218.55,4.2
3788,2022-05-23,5,Spring,South,FL,Miami,South Beach / Art Deco,Other,Family,2,Hotel,Leisure,5,168.34,2.8
3789,2024-04-17,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,3,Hotel,Leisure,4,260.83,4.6
3790,2022-11-16,11,Autumn,West,CA,Los Angeles,Hollywood / Beaches,Other,Group,2,Vacation Rental,Leisure,2,332.83,4.1
3791,2019-10-17,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Couple,1,Hotel,Leisure,2,192.91,4.9
3792,2018-09-07,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,2,Hostel,Leisure,4,165.85,4.3
3793,2020-02-21,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,2,Vacation Rental,Event/Conference,5,142.52,4.5
3794,2021-10-02,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,1,Hotel,Visiting Friends/Family,6,291.75,5.0
3795,2021-10-29,10,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Family,1,Resort,Visiting Friends/Family,5,206.18,3.8
3796,2022-12-15,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,Australia,Solo,4,Hotel,Visiting Friends/Family,2,150.59,5.0
3797,2022-06-03,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,3,Hotel,Event/Conference,2,249.32,4.6
3798,2021-02-12,2,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,France,Couple,3,Resort,Leisure,2,190.94,4.5
3799,2018-12-13,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,2,Hotel,Leisure,5,273.04,5.0
3800,2019-09-19,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,2,Resort,Business,1,215.35,3.7
3801,2024-06-03,6,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Solo,1,Hotel,Leisure,4,162.85,5.0
3802,2020-06-03,6,Summer,Northeast,NY,Niagara Falls,Niagara Falls,United States,Couple,3,Vacation Rental,Leisure,2,110.79,4.0
3803,2024-04-01,4,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Hotel,Education/Research,2,199.14,4.7
3804,2021-10-26,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Solo,1,Hotel,Leisure,2,282.56,3.7
3805,2023-06-21,6,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,1,Hotel,Leisure,3,193.68,4.2
3806,2024-08-07,8,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,2,Hotel,Business,3,209.56,3.6
3807,2024-05-13,5,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,4,Hotel,Leisure,0,228.47,3.9
3808,2020-12-23,12,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,2,Hotel,Event/Conference,2,87.67,5.0
3809,2020-06-17,6,Summer,Northeast,DC,Washington DC,National Mall / Museums,United Kingdom,Solo,1,Resort,Leisure,5,225.98,4.5
3810,2020-11-23,11,Autumn,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Group,1,Hotel,Leisure,2,206.96,4.3
3811,2021-01-04,1,Winter,South,FL,Miami,South Beach / Art Deco,United Kingdom,Family,1,Hotel,Leisure,3,268.72,4.2
3812,2020-06-12,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Vacation Rental,Event/Conference,2,157.35,5.0
3813,2020-09-07,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,2,Vacation Rental,Leisure,6,132.41,4.0
3814,2021-03-31,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Couple,3,Hotel,Leisure,5,192.21,4.3
3815,2025-09-03,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,3,Hotel,Visiting Friends/Family,1,135.29,4.8
3816,2021-10-03,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,4,Resort,Leisure,2,261.03,4.8
3817,2022-04-28,4,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,4,Vacation Rental,Event/Conference,5,157.19,5.0
3818,2024-12-29,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Vacation Rental,Event/Conference,1,214.82,5.0
3819,2022-06-28,6,Summer,West,CA,Yosemite,Yosemite National Park,United States,Family,1,Camping,Leisure,2,124.76,3.7
3820,2024-03-23,3,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,2,Hotel,Business,4,201.43,4.3
3821,2025-05-22,5,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,2,Vacation Rental,Event/Conference,2,200.64,3.9
3822,2019-08-18,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,4,Hotel,Leisure,2,320.7,4.4
3823,2021-12-18,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Hotel,Leisure,1,161.69,4.4
3824,2023-01-11,1,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,China,Group,1,Hotel,Business,3,76.7,3.2
3825,2024-01-26,1,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,Other,Solo,2,Vacation Rental,Visiting Friends/Family,2,173.24,4.9
3826,2023-11-13,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Resort,Business,5,217.16,4.3
3827,2020-10-30,10,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,3,Hotel,Business,0,253.62,4.2
3828,2024-06-06,6,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Group,3,Vacation Rental,Business,4,291.07,3.6
3829,2021-01-22,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Brazil,Solo,4,Hotel,Leisure,2,230.74,4.2
3830,2023-11-03,11,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Group,2,Hotel,Business,2,300.78,4.6
3831,2025-07-08,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Family,2,Friends/Family,Leisure,3,222.72,4.1
3832,2021-02-03,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,4,Hotel,Leisure,6,108.66,5.0
3833,2023-08-24,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Hotel,Leisure,4,146.42,5.0
3834,2018-08-03,8,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,2,Hotel,Visiting Friends/Family,2,182.27,4.3
3835,2020-10-08,10,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Family,1,Hotel,Leisure,6,262.51,4.5
3836,2019-06-08,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United Kingdom,Couple,1,Resort,Leisure,1,155.85,5.0
3837,2025-05-14,5,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,1,Hotel,Visiting Friends/Family,2,70.01,4.4
3838,2018-06-03,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,2,Hotel,Leisure,2,180.18,4.9
3839,2024-06-23,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,2,Hotel,Leisure,4,176.32,3.9
3840,2019-05-13,5,Spring,West,CA,Yosemite,Yosemite National Park,United States,Couple,2,Hotel,Leisure,3,170.23,4.2
3841,2020-10-01,10,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,China,Couple,7,Hotel,Leisure,3,193.91,4.5
3842,2019-05-04,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,1,Hotel,Visiting Friends/Family,4,225.73,5.0
3843,2018-05-20,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,4,Hotel,Leisure,2,172.44,2.7
3844,2023-03-05,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,1,Vacation Rental,Leisure,2,253.74,3.7
3845,2018-11-12,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Hostel,Leisure,0,210.73,4.4
3846,2022-02-11,2,Winter,West,WY,Yellowstone,Yellowstone National Park,Other,Family,3,Friends/Family,Leisure,2,126.51,4.4
3847,2022-03-13,3,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,1,Friends/Family,Leisure,7,121.44,3.5
3848,2022-12-20,12,Winter,West,CA,Yosemite,Yosemite National Park,United States,Solo,1,Resort,Leisure,2,154.69,3.5
3849,2020-07-26,7,Summer,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,1,Hotel,Leisure,1,103.79,4.4
3850,2023-11-15,11,Autumn,West,WY,Yellowstone,Yellowstone National Park,China,Solo,1,Hotel,Leisure,5,190.97,4.6
3851,2021-01-02,1,Winter,Northeast,DC,Washington DC,National Mall / Museums,Brazil,Family,1,Resort,Event/Conference,5,163.67,4.2
3852,2023-03-31,3,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,2,Resort,Leisure,1,136.57,3.3
3853,2023-09-13,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Hotel,Visiting Friends/Family,3,196.46,5.0
3854,2019-02-23,2,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,4,Resort,Leisure,1,82.5,5.0
3855,2024-04-14,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,1,Resort,Leisure,5,252.15,4.8
3856,2018-04-16,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,3,Friends/Family,Education/Research,2,186.62,3.9
3857,2024-02-14,2,Winter,West,WY,Yellowstone,Yellowstone National Park,United Kingdom,Couple,4,Hotel,Leisure,3,66.14,4.1
3858,2023-06-13,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,2,Hotel,Leisure,3,236.41,4.9
3859,2025-05-19,5,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,2,Hotel,Leisure,4,156.19,3.9
3860,2024-03-07,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Camping,Leisure,1,170.79,3.4
3861,2021-03-30,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Couple,2,Hotel,Leisure,4,189.58,4.2
3862,2021-07-11,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,3,Camping,Leisure,2,199.71,4.3
3863,2024-09-22,9,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,3,Hotel,Leisure,3,218.58,4.6
3864,2021-09-19,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,2,Vacation Rental,Visiting Friends/Family,5,79.49,4.1
3865,2018-12-10,12,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,India,Couple,2,Hotel,Event/Conference,3,208.19,3.4
3866,2024-09-17,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Family,3,Hotel,Leisure,5,102.85,3.4
3867,2019-08-23,8,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Group,1,Hotel,Leisure,1,225.69,3.8
3868,2021-10-11,10,Autumn,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,1,Hotel,Leisure,1,111.59,4.0
3869,2018-09-04,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,5,Hotel,Leisure,2,170.95,3.9
3870,2022-03-30,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Family,2,Vacation Rental,Visiting Friends/Family,1,150.8,3.8
3871,2023-03-18,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,1,Hotel,Leisure,7,156.35,4.9
3872,2024-09-11,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,4,Camping,Visiting Friends/Family,0,270.09,2.6
3873,2024-10-23,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,1,Vacation Rental,Leisure,5,276.86,5.0
3874,2021-08-16,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,3,Hotel,Business,2,195.48,4.1
3875,2021-01-20,1,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,1,Hotel,Education/Research,0,288.8,4.2
3876,2024-11-28,11,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,1,Resort,Leisure,0,229.51,4.1
3877,2024-03-13,3,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,3,Hotel,Leisure,5,225.98,3.6
3878,2021-06-28,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Hotel,Visiting Friends/Family,3,201.77,3.8
3879,2020-07-09,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,Australia,Couple,2,Hotel,Leisure,1,183.3,4.8
3880,2023-04-27,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Solo,1,Hotel,Leisure,0,224.49,3.7
3881,2019-06-02,6,Summer,Northeast,DC,Washington DC,National Mall / Museums,Other,Couple,4,Vacation Rental,Leisure,5,101.45,3.6
3882,2025-01-20,1,Winter,West,WA,Seattle,Pike Place / Space Needle,Germany,Group,1,Hotel,Leisure,1,203.0,4.6
3883,2021-07-05,7,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,1,Resort,Leisure,2,214.83,4.4
3884,2019-11-14,11,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Family,1,Vacation Rental,Leisure,3,194.96,3.2
3885,2022-11-30,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,Other,Family,1,Resort,Leisure,1,297.55,3.8
3886,2025-09-25,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,2,Hotel,Leisure,1,180.64,4.6
3887,2024-09-17,9,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,1,Resort,Leisure,4,249.27,3.9
3888,2020-04-06,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Solo,1,Friends/Family,Leisure,4,192.12,5.0
3889,2018-07-31,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Group,1,Resort,Leisure,1,228.59,4.6
3890,2018-01-04,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Couple,1,Hotel,Leisure,6,145.37,4.0
3891,2019-08-12,8,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,1,Hotel,Leisure,5,104.24,3.9
3892,2023-02-23,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,5,Resort,Leisure,1,171.34,4.2
3893,2023-08-30,8,Summer,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Family,1,Resort,Education/Research,2,109.1,3.2
3894,2019-02-17,2,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Couple,2,Hotel,Leisure,2,281.57,3.9
3895,2022-04-16,4,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Solo,3,Hotel,Leisure,3,134.96,4.6
3896,2018-07-18,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Family,3,Resort,Leisure,2,197.4,3.5
3897,2020-07-21,7,Summer,South,FL,Miami,South Beach / Art Deco,United Kingdom,Family,4,Hotel,Leisure,2,192.28,5.0
3898,2020-10-15,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,4,Hotel,Leisure,2,147.49,3.6
3899,2025-06-07,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,Other,Couple,3,Hotel,Leisure,1,208.87,5.0
3900,2023-04-20,4,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Group,1,Vacation Rental,Leisure,3,168.44,4.1
3901,2022-01-25,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Hostel,Leisure,4,286.39,4.4
3902,2023-08-13,8,Summer,Northeast,NY,Niagara Falls,Niagara Falls,United States,Solo,1,Vacation Rental,Leisure,5,138.2,4.0
3903,2023-05-06,5,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,5,Hotel,Leisure,4,236.38,3.8
3904,2018-03-21,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United Kingdom,Couple,2,Hotel,Leisure,2,223.92,4.3
3905,2020-09-15,9,Autumn,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,3,Hotel,Leisure,5,186.42,3.4
3906,2024-04-04,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Family,1,Resort,Leisure,3,218.11,4.3
3907,2021-04-18,4,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,3,Vacation Rental,Visiting Friends/Family,8,143.96,3.9
3908,2019-04-08,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Canada,Couple,1,Resort,Leisure,3,182.61,3.0
3909,2020-03-18,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,Canada,Family,1,Hotel,Leisure,4,258.1,3.8
3910,2018-07-27,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,2,Hotel,Leisure,3,120.57,4.1
3911,2023-10-30,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,2,Hotel,Leisure,5,221.47,4.5
3912,2020-01-13,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Couple,2,Hotel,Leisure,4,150.41,3.9
3913,2024-03-26,3,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Solo,2,Hotel,Leisure,5,74.89,4.8
3914,2018-02-13,2,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Group,2,Hotel,Leisure,5,250.43,4.2
3915,2021-02-06,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Couple,2,Hotel,Leisure,3,181.5,2.4
3916,2025-07-15,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Visiting Friends/Family,2,193.48,3.2
3917,2020-04-05,4,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,1,Hotel,Leisure,3,102.32,3.6
3918,2020-08-25,8,Summer,West,WA,Seattle,Pike Place / Space Needle,China,Family,1,Resort,Visiting Friends/Family,2,154.84,4.6
3919,2024-02-27,2,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,Canada,Couple,4,Hotel,Leisure,4,259.6,4.8
3920,2018-02-03,2,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Group,1,Hotel,Leisure,1,190.12,4.9
3921,2023-09-12,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,China,Group,1,Hotel,Visiting Friends/Family,4,86.87,3.4
3922,2022-05-15,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,1,Vacation Rental,Leisure,3,200.7,4.4
3923,2020-05-03,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,Other,Couple,1,Hotel,Leisure,3,158.13,4.6
3924,2022-07-09,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Hotel,Leisure,4,132.54,4.0
3925,2025-04-13,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,3,Camping,Leisure,1,159.24,4.5
3926,2022-04-17,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,1,Resort,Leisure,3,274.44,4.0
3927,2022-02-24,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Hotel,Leisure,4,204.48,5.0
3928,2023-03-25,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Family,2,Hotel,Leisure,5,205.26,4.3
